seconds,connectivity,block:block_bio_backmerge,block:block_dirty_buffer,block:block_getrq,block:block_unplug,clk:clk_set_rate,cpu-migrations,cs,fib:fib_table_lookup,filemap:mm_filemap_add_to_page_cache,ipi:ipi_raise,irq:softirq_entry,jbd2:jbd2_start_commit,kmem:kfree,kmem:kmem_cache_alloc,kmem:mm_page_alloc,kmem:mm_page_alloc_zone_locked,kmem:mm_page_free,kmem:mm_page_pcpu_drain,mmc:mmc_request_start,page-faults,pagemap:mm_lru_insertion,qdisc:qdisc_dequeue,random:get_random_bytes,random:urandom_read,rpm:rpm_resume,rpm:rpm_suspend,skb:consume_skb,skb:kfree_skb,skb:skb_copy_datagram_iovec,sock:inet_sock_set_state,tcp:tcp_probe,timer:timer_start,workqueue:workqueue_activate_work,writeback:global_dirty_state,writeback:sb_clear_inode_writeback,writeback:wbc_writepage,writeback:writeback_dirty_inode,writeback:writeback_dirty_inode_enqueue,writeback:writeback_pages_written,writeback:writeback_single_inode,writeback:writeback_write_inode,writeback:writeback_written,label
5.019099821,1,5,5,2,1,0,0,509319,3,2,3000,4977,1,22240,712,119,1,150,0,8,68,66,21,1,5,30,13,33,20,10,0,10,218,76,1,0,0,57,0,1,0,0,1,10.0
5.013411941,1,5,5,2,1,6,10,1896,21,2,425,1254,1,1833,9455,2093,250,2096,0,9,4757,1580,45,24,69,48,15,105,43,50,0,24,270,117,1,0,0,48,1,1,0,0,1,8.0
5.013674786,1,0,0,0,0,0,1,585759,2,0,2861,4438,0,22298,2088,399,200,354,0,5,622,269,21,3,16,32,12,44,29,25,0,10,231,72,1,0,0,59,0,1,0,0,1,10.0
5.013639401,1,0,0,0,0,0,19,276672,338,0,2046,4111,0,16212,4819,2965,2286,3045,63,5,1677,722,223,8,44,133,11,949,34,580,0,8,350,75,1,0,0,20,0,1,0,0,1,5.0
5.010636573,1,0,0,0,0,0,38,275189,513,0,2390,4745,0,16711,4642,2760,1933,2797,189,5,1712,773,391,7,44,213,12,836,32,212,0,10,361,75,1,0,0,271,0,1,0,0,1,2.0
5.010883892,1,0,0,1,1,0,13,666213,14,0,2908,6339,0,23838,4898,715,224,1036,189,7,1773,471,215,10,125,131,14,237,24,24,0,91,593,76,1,3,6,21,0,1,1,0,2,12.0
5.010989003,1,0,0,0,0,0,5,567829,4,0,2077,5933,0,23096,2765,542,210,711,252,5,934,416,207,4,124,125,12,218,20,10,0,84,596,63,1,0,0,17,0,1,0,0,1,12.0
5.010505125,1,0,0,0,0,0,5,264250,352,0,2128,4128,0,16156,2429,2275,2044,2282,0,112,278,113,217,5,5,187,11,1120,25,715,0,10,461,115,1,0,0,2,0,1,0,0,1,6.0
5.010798977,1,0,0,0,0,0,18,278661,338,0,2041,4166,0,16483,6808,3315,2176,3319,126,5,2521,939,223,11,45,129,12,948,32,582,0,13,352,74,1,0,0,27,0,1,0,0,1,5.0
5.0100327,1,0,0,0,0,2,7,602390,28,0,587,5739,0,22606,6897,1415,178,1445,63,5,2731,1030,205,15,45,120,12,244,33,38,0,81,456,73,1,0,0,23,0,1,0,0,1,14.0
5.01102441,1,0,0,0,0,0,25,279377,340,0,2046,4394,0,16413,5037,3025,2287,3058,0,5,1725,776,223,7,45,133,12,1044,38,676,0,13,357,79,1,5,5,22,0,1,1,0,2,6.0
5.010628796,1,0,0,1,1,10,15,352905,329,0,2329,4016,0,16832,7142,3511,2472,3511,252,7,2511,952,215,11,45,131,13,1208,34,856,0,12,370,80,1,1,0,30,0,1,2,2,2,4.0
5.010418629,1,10,428,5,3,0,22,612252,68,56,2181,6549,1,24339,9664,1702,272,1709,189,15,3934,1112,257,22,6,194,20,365,86,21,20,95,574,103,4,5,6,485,7,1,4,3,3,11.0
5.010404957,1,5,5,3,2,0,7,641279,3,2,2531,6113,1,19793,3774,448,22,452,0,10,903,253,177,4,5,108,14,193,21,14,0,72,565,74,3,1,0,9,1,1,2,2,3,13.0
5.01619737,1,5,5,3,2,0,2,513353,4,2,957,4373,1,22261,714,117,2,138,0,11,67,64,25,0,5,38,16,38,20,10,0,11,229,76,1,1,0,56,0,1,1,1,2,10.0
5.011927148,1,5,5,2,1,1,26,284616,337,2,2002,4178,1,16847,6408,3219,2656,3230,126,9,2377,824,219,10,44,131,16,1031,34,669,0,17,358,80,1,0,0,23,0,1,0,0,1,7.0
5.014838643,1,0,0,0,0,0,2,276560,343,0,1994,3841,0,15912,1921,2121,2023,2117,0,5,53,11,221,0,5,128,12,939,32,567,0,11,325,75,1,0,0,3,0,1,0,0,1,5.0
5.008996531,1,0,0,0,0,0,20,282750,341,0,560,3952,0,16380,3170,2243,2093,2265,0,5,723,140,227,2,5,135,12,1027,25,656,0,17,336,73,1,0,0,5,0,1,0,0,1,6.0
5.013654329,1,0,0,0,0,2,46,320722,506,0,2296,4388,0,16626,3835,2139,1680,2136,126,5,946,263,385,4,5,210,11,817,31,205,0,10,344,74,1,0,0,255,0,1,0,0,1,3.0
5.016599194,1,0,0,1,1,0,68,276897,518,0,2329,4863,0,16753,4677,2705,1937,2761,0,7,1709,716,391,8,44,215,13,840,32,212,0,10,348,82,1,1,0,278,0,1,1,1,2,2.0
5.010505971,1,6,6,3,2,0,7,597446,2,2,3007,5312,1,23604,2475,249,77,258,126,11,785,141,211,2,5,131,16,222,20,14,0,86,378,78,3,4,3,5,1,1,3,2,3,1.0
5.010274703,1,0,0,0,0,0,58,324017,503,0,2386,4356,0,16525,2081,1776,1604,1772,63,5,41,5,395,0,7,215,12,833,43,213,0,15,340,70,1,5,5,247,0,1,1,0,2,3.0
5.010970212,1,5,5,2,1,0,54,282442,505,2,2133,4870,1,17018,6799,3060,1823,3074,0,8,2538,962,387,11,45,217,14,825,35,216,0,11,370,85,1,0,0,283,0,1,0,0,1,2.0
5.010598461,1,0,0,0,0,0,1,584121,3,0,466,6036,0,19645,1942,89,6,96,0,4,33,5,179,0,6,105,10,195,30,15,0,72,552,62,1,0,0,3,0,1,0,0,1,13.0
5.010258019,1,0,0,0,0,8,127,306331,506,0,2532,4618,0,17275,6164,2746,1742,2772,63,5,2384,818,393,9,44,218,11,834,32,218,0,17,380,76,1,0,0,269,0,1,0,0,1,3.0
5.010855578,1,0,0,0,0,0,4,629364,3,0,496,6088,0,19480,1667,69,6,77,0,5,30,5,177,1,5,106,12,189,20,10,0,77,540,60,1,0,0,2,0,1,0,0,1,13.0
5.009814521,1,0,0,0,0,0,8,592546,2,0,2006,5141,0,21518,4402,900,92,925,63,5,1610,696,197,7,46,116,12,222,36,29,0,79,435,69,1,0,0,22,0,1,0,0,1,14.0
5.010171416,1,6,262,3,2,0,4,602069,2,3,536,5096,1,23056,4165,887,407,901,126,11,1621,693,203,7,44,129,18,221,22,20,0,82,375,77,1,1,0,281,1,1,0,0,1,13.0
5.010137748,1,0,0,2,1,0,19,618145,2,0,1859,5238,0,22946,5934,1254,296,1272,63,9,2467,937,203,11,45,121,13,225,27,25,0,80,388,79,1,3,7,24,0,1,1,0,2,13.0
5.010387101,1,0,0,0,0,0,15,572965,3,0,1441,6126,0,20521,6283,1068,224,1068,0,4,2386,809,183,9,44,111,10,205,29,27,0,78,553,65,1,0,0,24,0,1,0,0,1,9.0
5.011195126,1,0,0,0,0,0,30,294771,508,0,2112,4721,0,16883,4924,2709,1872,2700,0,5,1685,702,397,7,45,219,11,841,42,220,0,13,363,73,1,0,0,266,0,1,0,0,1,2.0
5.010428069,1,5,5,2,1,0,14,603074,2,2,2380,5702,1,18823,4745,913,91,925,63,9,1659,700,169,7,44,106,16,187,29,20,0,73,528,75,1,0,0,18,1,1,0,0,1,9.0
5.017568628,1,0,0,0,0,12,8,365092,350,0,2063,3972,0,16747,4723,2866,2338,2926,63,110,1195,370,209,9,5,185,11,1310,27,909,0,10,506,131,1,0,0,9,0,1,0,0,1,4.0
5.010169458,1,5,5,3,2,0,85,314946,511,2,2441,4660,1,17121,6985,4489,3342,4495,1512,11,2562,2430,395,11,46,219,16,843,36,218,0,12,377,86,3,1,0,279,1,1,2,2,3,3.0
5.010415597,1,0,0,0,0,0,1,625505,2,0,490,5243,0,18798,1639,72,69,77,0,4,39,5,171,0,5,105,9,182,20,10,0,70,532,59,1,0,0,3,0,1,0,0,1,9.0
5.010277432,1,9,409,2,1,0,17,586795,106,54,2898,6299,1,23938,13014,2735,620,2722,441,9,5661,1917,327,31,45,242,16,476,87,23,17,101,556,82,1,0,0,494,5,1,0,0,1,11.0
5.01050951,1,5,5,2,1,0,2,668550,2,2,2860,6135,1,22923,1207,79,70,86,63,9,31,7,207,0,97,129,16,219,23,12,0,79,581,70,1,0,0,3,1,1,0,0,1,12.0
5.010922044,1,0,0,0,0,0,8,550406,3,0,549,5133,0,20026,6654,1282,295,1282,378,5,2523,944,180,11,44,112,11,201,23,21,0,76,564,69,1,0,0,27,0,1,0,0,1,9.0
5.011200041,1,5,5,3,2,0,27,296683,507,2,2407,4838,1,17253,5432,5614,1935,5636,126,11,4802,3542,397,6,6,220,16,833,33,209,0,20,365,90,3,1,0,255,1,1,2,2,3,2.0
5.010881071,1,0,0,3,1,2,7,603314,3,0,766,6325,0,20162,6369,1068,288,1083,63,11,2371,813,187,9,45,113,13,212,33,31,0,81,566,80,1,3,8,20,0,1,1,0,2,13.0
5.015339289,1,0,0,0,0,0,1,588444,4,0,2833,4447,0,22251,868,127,64,85,63,5,43,54,23,0,5,33,11,39,27,13,0,10,219,63,1,0,0,54,0,1,0,0,1,10.0
5.013992568,1,5,5,2,1,5,138,311056,517,2,2439,4581,1,17693,8399,3153,1821,3159,126,9,3275,1054,405,13,45,224,15,859,37,223,0,20,379,84,1,0,0,282,0,1,0,0,1,3.0
5.010773851,1,5,5,2,1,10,19,345699,332,2,2228,3796,1,16430,4876,3089,2498,3094,126,9,1642,692,215,7,45,133,16,1199,26,842,0,11,363,87,1,5,5,21,1,1,1,0,2,4.0
5.00976438,1,0,0,0,0,0,0,287141,328,0,1852,3996,0,16351,3272,2400,2256,2392,63,5,710,134,217,2,6,126,11,1009,25,655,0,17,320,72,1,0,0,5,0,1,0,0,1,7.0
5.010625634,1,7,7,4,2,0,7,588270,3,2,797,4841,1,23372,3281,465,84,476,0,12,911,265,211,4,6,127,16,228,31,16,0,81,386,85,1,3,7,9,1,1,1,0,2,13.0
5.010192038,1,0,0,0,0,0,3,285991,334,0,1828,3794,0,16034,2092,2219,2107,2247,0,5,60,19,215,0,6,129,12,1028,36,666,0,13,315,64,1,5,5,2,0,1,1,0,2,7.0
5.010254926,1,5,5,2,1,0,11,623203,2,2,2305,6053,1,23488,6260,1283,295,1284,126,9,2501,941,201,11,136,122,16,223,30,24,0,82,593,76,1,0,0,25,0,1,0,0,1,12.0
5.010661034,1,5,5,2,1,2,16,322754,336,2,2065,3943,1,16414,4981,3145,2325,3137,189,8,1629,678,215,7,45,127,14,1217,30,855,0,11,351,78,1,0,0,21,0,1,0,0,1,4.0
5.010676863,1,0,0,0,0,0,11,264303,339,0,2054,4153,0,16838,6407,3201,2640,3213,315,5,2396,816,220,9,44,128,11,1040,34,676,0,17,354,72,1,5,5,24,0,1,1,0,2,7.0
5.015602949,1,5,5,3,2,0,8,290538,330,2,1907,3833,1,16184,3960,2631,2261,2693,189,10,943,280,211,5,7,125,14,1014,25,659,0,11,314,78,3,1,0,6,1,1,2,2,3,7.0
5.010283343,1,5,5,3,2,0,9,619996,10,2,572,5874,1,18658,7026,1413,296,1285,63,11,2729,1067,187,11,46,115,15,209,25,34,4,91,555,82,3,1,0,27,1,1,2,2,3,9.0
5.010513541,1,7,7,2,1,0,10,631435,2,2,1372,5273,1,18346,6027,1050,224,1054,63,9,2370,807,167,9,44,109,16,185,22,24,0,76,527,77,1,0,0,21,0,1,0,0,1,13.0
5.012275557,1,6,6,3,2,0,47,278650,509,2,2286,4782,1,16817,5200,5924,2063,5548,63,11,4871,3828,395,7,17,223,16,840,36,217,0,13,369,84,3,1,0,255,1,1,2,2,3,2.0
5.01078614,1,0,0,0,0,2,3,624148,2,0,526,5720,0,21652,3552,469,21,464,0,5,909,267,193,4,5,114,11,205,28,11,0,75,470,70,1,0,0,8,0,1,0,0,1,13.0
5.010539094,1,5,5,2,1,0,7,278700,339,2,488,3922,1,16153,3966,2492,2028,2495,0,9,917,273,217,4,5,130,16,936,33,571,0,10,341,86,1,0,0,10,0,1,0,0,1,5.0
5.013041577,1,6,6,2,1,1,104,313756,507,2,2507,4456,1,16726,3951,2143,1555,2145,63,9,909,271,391,5,6,217,16,830,35,207,0,13,369,84,1,0,0,257,0,1,0,0,1,3.0
5.009768114,1,0,419,0,0,0,18,653167,145,56,587,6461,0,25079,12311,2356,429,2207,315,5,4746,1603,359,32,10,249,12,595,100,154,16,101,591,84,1,0,0,491,5,1,0,0,1,11.0
5.009792151,1,0,0,0,0,0,5,509391,3,0,1024,4849,0,22502,4221,771,87,743,63,5,1482,534,24,7,18,30,12,52,37,30,0,12,235,70,1,5,5,59,0,1,1,0,2,10.0
5.012269431,1,5,5,2,1,0,25,266013,340,2,516,4204,1,16360,4976,2945,2240,2947,0,9,1659,703,223,7,45,133,15,1039,36,673,0,11,344,82,1,0,0,21,0,1,0,0,1,6.0
5.010105611,1,0,0,0,0,0,4,653659,17,0,2614,6590,0,23398,2149,254,22,264,0,107,271,97,215,4,99,185,12,330,35,76,0,84,734,110,1,0,0,3,0,1,0,0,1,12.0
5.01059047,1,0,0,0,0,8,44,307776,509,0,2443,4559,0,16857,4767,2579,1878,2581,126,4,1634,686,397,7,45,218,10,847,36,219,0,13,375,75,1,0,0,267,0,1,0,0,1,3.0
5.010413612,1,5,5,3,2,0,4,620008,2,2,563,5932,1,20168,3287,245,14,248,0,11,774,117,185,2,6,118,16,197,23,16,0,79,560,76,3,1,0,5,1,1,2,2,3,9.0
5.010864563,1,0,0,0,0,0,22,275453,337,0,2066,4374,0,17029,8296,3475,2309,3512,126,5,3272,1076,229,13,45,136,12,954,32,586,0,20,372,80,1,0,0,26,0,1,0,0,1,5.0
5.010547589,1,0,0,5,1,0,11,602139,2,0,540,5496,0,22335,6155,1280,296,1291,189,14,2548,934,195,12,44,119,12,214,23,22,0,80,431,83,1,3,10,27,0,1,1,0,2,13.0
5.010849,1,0,0,0,0,0,9,588384,4,0,1133,5749,0,19090,4676,901,406,915,0,5,1651,703,177,7,45,106,12,203,26,27,0,75,547,68,1,0,0,21,0,1,0,0,1,13.0
5.013581626,1,0,0,1,1,10,29,356912,335,0,2239,4104,0,17075,6602,3306,2443,3381,126,7,2439,828,215,10,44,131,14,1208,34,851,0,17,390,92,1,5,5,23,0,1,1,0,2,4.0
5.010430618,1,5,5,4,2,0,18,554675,2,2,2862,4972,1,23560,6210,1297,297,1301,63,13,2518,942,205,11,45,128,16,228,33,26,0,79,393,80,3,3,3,28,1,1,3,2,3,1.0
5.010297928,1,0,0,0,0,0,3,273473,338,0,524,3938,0,15958,1987,2119,2031,2114,0,5,39,5,221,0,5,128,12,1030,32,662,0,10,316,72,1,0,0,3,0,1,0,0,1,6.0
5.010503304,1,0,0,0,0,0,12,269155,338,0,2098,4076,0,16115,3852,2471,2027,2485,0,5,902,251,217,4,5,126,12,1028,26,663,0,10,327,73,1,0,0,9,0,1,0,0,1,6.0
5.011312565,1,0,0,0,0,0,46,268358,507,0,2362,4829,0,17238,5472,2409,1792,2420,63,5,1626,383,393,6,5,214,12,832,38,212,0,17,370,74,1,5,5,259,0,1,1,0,2,2.0
5.01061193,1,9,426,2,1,0,26,601907,107,56,2034,6374,1,24251,10979,2348,418,2356,315,9,4764,1681,333,27,45,244,15,480,86,22,17,102,592,80,2,0,0,487,5,1,0,0,1,11.0
5.016578791,1,5,5,2,1,0,4,505818,3,2,532,4532,1,22592,3104,533,15,542,63,9,957,324,29,5,7,36,16,49,35,20,0,14,238,74,1,0,0,61,0,1,0,0,1,10.0
5.010162878,1,0,0,0,0,8,71,323472,502,0,2438,4442,0,16471,2000,1751,1590,1764,189,5,31,5,385,0,6,210,11,820,40,207,0,11,367,75,1,0,0,250,0,1,0,0,1,3.0
5.025413611,1,0,0,0,0,0,1,507287,3,0,473,4369,0,22246,1914,399,74,419,63,5,695,297,21,4,16,32,12,40,22,20,0,10,233,68,1,0,0,55,0,1,0,0,1,10.0
5.010289264,1,0,0,0,0,0,9,285915,340,0,561,3927,0,16551,3561,2283,2100,2296,63,5,784,140,227,2,6,135,11,1032,35,661,0,18,342,75,1,0,0,5,0,1,0,0,1,6.0
5.010183142,1,0,410,0,0,0,35,580232,74,55,1425,6414,0,24632,13009,2730,431,2746,252,4,5642,1922,300,31,45,241,10,484,76,25,18,122,580,69,2,0,0,501,5,1,0,0,1,11.0
5.010307436,1,5,5,2,1,0,6,510204,4,2,526,4841,1,23422,3397,472,146,477,0,9,898,264,207,4,7,126,16,232,35,21,0,80,365,75,1,0,0,11,0,1,0,0,1,14.0
5.012147381,1,5,5,3,2,10,6,354050,339,2,2131,3725,1,16216,3439,2579,2236,2485,0,11,737,220,211,3,5,127,15,1198,25,834,0,10,366,89,3,1,0,5,1,1,2,2,3,4.0
5.010614959,1,0,0,0,0,12,17,354600,339,0,2240,3842,0,16396,4050,2652,2238,2690,0,5,886,261,209,4,5,121,11,1193,26,835,0,10,365,81,1,5,5,9,0,1,1,0,2,4.0
5.010308253,1,0,0,0,0,0,30,273149,339,0,2102,4182,0,16374,6687,3321,2490,3330,126,5,2505,947,215,11,44,125,12,938,28,578,0,9,343,70,1,0,0,25,0,1,0,0,1,5.0
5.010655267,1,0,0,0,0,0,29,273182,341,0,1984,4051,0,16357,5381,2942,2100,2715,0,4,1709,623,227,7,17,129,9,1047,38,676,0,12,332,70,1,5,5,9,0,1,1,0,2,6.0
5.010638441,1,0,0,0,0,0,13,287446,336,0,1892,4008,0,16181,4715,3011,2192,3034,126,4,1646,700,207,7,44,119,9,1023,27,669,0,10,321,65,1,0,0,21,0,1,0,0,1,7.0
5.010774474,1,0,0,0,0,0,19,269032,341,0,2082,4057,0,16555,3596,2308,2094,2345,189,5,795,133,233,2,7,134,11,952,39,574,0,20,342,69,1,0,0,6,0,1,0,0,1,5.0
5.010146783,1,0,0,0,0,0,14,283688,333,0,1978,4098,0,16554,6883,3447,2599,3454,189,5,2488,941,207,11,44,121,11,1027,35,673,0,10,345,77,1,0,0,27,0,1,0,0,1,7.0
5.014128706,1,5,5,3,2,0,0,589588,2,2,402,4405,1,22223,965,131,1,90,63,11,37,60,23,0,6,33,16,38,30,15,0,11,219,73,3,1,0,54,1,1,2,2,3,10.0
5.010643143,1,0,0,1,1,0,60,292856,507,0,2460,5184,0,17350,7459,3218,2027,3235,378,116,2744,1038,385,15,44,275,13,938,40,283,0,11,526,134,1,1,0,273,0,1,2,2,2,2.0
5.010718903,1,9,422,2,1,0,15,604841,124,56,2908,6457,1,24571,10309,1915,222,1925,63,9,4035,1255,369,24,5,270,15,529,93,14,16,107,573,79,2,0,0,490,5,1,0,0,1,11.0
5.011058651,1,0,0,0,0,10,17,354798,338,0,2015,3934,0,17068,6511,3312,2466,3305,0,5,2374,819,221,9,45,128,12,1225,31,861,0,20,385,79,1,0,0,24,0,1,0,0,1,4.0
5.014420354,1,5,5,2,1,0,4,579684,2,2,503,4887,1,22487,2963,505,78,470,0,9,907,311,23,4,6,37,16,39,31,16,0,11,235,78,1,0,0,60,0,1,0,0,1,10.0
5.010227131,1,5,5,2,1,0,4,582743,18,2,2966,6384,1,23246,4268,911,93,913,0,8,1627,691,209,7,135,124,13,239,29,28,0,79,585,75,1,5,5,19,1,1,1,0,2,12.0
5.010317302,1,5,5,2,1,0,6,590026,2,2,2897,6189,1,23209,4210,914,155,914,63,9,1620,687,201,7,135,122,16,219,29,20,0,78,578,73,1,0,0,21,0,1,0,0,1,12.0
5.010106451,1,0,0,0,0,0,16,577046,2,0,2317,5941,0,20158,8311,1456,554,1468,189,5,3255,1059,175,13,44,105,11,197,30,28,0,78,555,68,1,5,5,29,0,1,1,0,2,9.0
5.010356922,1,0,0,0,0,12,13,363636,365,0,2132,3892,0,16720,4411,2711,2326,2712,0,4,956,263,233,4,6,132,10,1260,37,851,0,12,376,74,1,0,0,11,0,1,0,0,1,4.0
5.01069182,1,0,0,0,0,0,5,284024,338,0,2034,3816,0,15950,1983,2204,2106,2456,189,4,48,15,217,1,5,124,10,1026,32,662,0,10,323,71,1,0,0,5,0,1,0,0,1,8.0
5.010580445,1,0,0,0,0,10,19,361852,331,0,2095,3756,0,16472,4159,2908,2618,3108,315,5,1174,522,209,5,37,122,11,1198,35,848,0,11,364,78,1,5,5,21,0,1,1,0,2,4.0
5.010251406,1,0,0,0,0,2,0,582669,3,0,506,4727,0,23178,1196,90,8,99,0,4,30,5,209,0,6,120,10,225,30,15,0,81,363,62,1,0,0,4,0,1,0,0,1,1.0
5.010219912,1,5,5,2,1,0,13,274617,340,2,644,4163,1,16730,5504,2675,2114,2688,63,9,1652,396,227,6,6,135,15,947,36,577,0,18,354,89,1,0,0,10,0,1,0,0,1,5.0
5.010714695,1,9,427,2,1,2,26,589620,94,56,564,6186,1,24201,10920,2364,667,2367,504,9,4780,1670,303,27,45,223,15,427,84,22,18,94,586,86,1,0,0,500,5,1,0,0,1,11.0
5.010979763,1,0,0,1,1,0,15,279149,343,0,2181,3967,0,16180,2714,2250,2027,2352,0,7,257,65,231,1,7,135,14,951,40,571,0,14,333,78,1,1,0,5,0,1,2,2,2,5.0
5.100545661,1,10,428,8,3,0,21,632975,93,56,2991,6696,1,24487,9368,1959,339,1744,378,21,3940,1376,301,23,16,224,17,426,88,23,18,93,598,103,3,5,9,487,7,1,4,3,3,11.0
5.01031503,1,5,5,2,1,12,6,364335,336,2,2046,3677,1,16181,2175,2339,2373,2366,126,9,62,5,209,0,5,126,15,1203,32,846,0,10,364,89,1,0,0,5,0,1,0,0,1,4.0
5.010395173,1,0,0,2,1,0,17,592558,3,0,777,5065,0,23537,6231,1303,296,1309,189,9,2508,935,207,11,45,127,13,231,33,26,0,80,399,83,1,3,7,23,0,1,1,0,2,1.0
5.010255599,1,0,0,0,0,0,8,281935,344,0,2014,3914,0,16177,3953,2505,2038,2507,63,4,917,264,219,4,5,125,10,937,33,565,0,10,323,70,1,0,0,9,0,1,0,0,1,5.0
5.017636873,1,5,5,2,1,0,0,501704,3,2,2849,3928,1,22110,700,117,1,137,0,9,67,64,21,1,5,32,16,34,20,11,0,10,215,73,1,5,5,54,1,1,1,0,2,10.0
5.01128201,1,0,0,0,0,12,17,358772,339,0,2168,3673,0,16209,2097,2309,2122,2310,0,5,43,7,221,0,5,132,12,1211,29,835,0,9,360,77,1,5,5,6,0,1,1,0,2,8.0
5.010424405,1,5,5,3,2,2,59,331068,509,2,2429,4529,1,17237,5358,2326,1752,2332,0,11,1657,392,393,6,5,222,16,831,31,209,0,17,387,86,3,1,0,255,1,1,2,2,3,3.0
5.010650379,1,9,427,2,1,0,17,598856,120,56,1790,6553,1,24444,11007,2349,417,2366,252,9,4756,1674,354,27,44,256,15,492,85,20,16,103,570,82,1,0,0,501,5,1,0,0,1,11.0
5.010353468,1,5,5,2,1,0,22,277364,343,2,2014,4088,1,16139,4647,2926,2178,2931,126,8,1636,695,219,7,44,129,14,944,27,577,0,10,347,84,1,5,5,20,1,1,1,0,2,5.0
5.010832639,1,0,0,0,0,0,133,278194,511,0,2600,4880,0,16775,4820,5811,1873,5725,63,4,4712,3760,387,7,44,209,10,835,38,216,0,10,353,68,1,0,0,263,0,1,0,0,1,2.0
5.010770311,1,0,0,0,0,0,8,252902,338,0,2000,3919,0,16041,2094,2135,2086,2128,0,5,91,9,227,0,6,135,11,1031,36,658,0,11,332,76,1,0,0,4,0,1,0,0,1,6.0
5.011473973,1,7,7,2,1,0,0,578657,17,2,507,4759,1,22388,1256,246,14,225,0,23,249,152,21,4,5,42,15,87,21,61,0,10,260,88,1,0,0,53,0,1,0,0,1,10.0
5.011350852,1,0,0,0,0,0,11,235075,345,0,2113,4029,0,16520,3479,2322,2100,2340,0,5,782,132,230,2,6,137,12,954,34,576,0,18,345,76,1,0,0,7,0,1,0,0,1,5.0
5.01059812,1,0,0,0,0,0,4,586033,3,0,1234,6629,0,22998,1189,76,72,83,63,4,25,5,207,0,98,123,10,220,23,12,0,79,595,59,1,0,0,2,0,1,0,0,1,12.0
5.009910398,1,0,0,0,0,0,5,650139,2,0,504,6225,0,23235,3181,436,84,461,0,5,877,252,211,4,98,123,12,224,24,14,0,78,569,60,1,0,0,6,0,1,0,0,1,12.0
5.013311758,1,0,0,0,0,11,24,346802,332,0,2208,4063,0,16862,7152,3538,2536,3528,315,5,2525,941,215,11,46,129,12,1216,35,860,0,13,391,80,1,0,0,26,0,1,0,0,1,4.0
5.010607307,1,6,259,3,2,2,13,630253,15,3,1116,5160,1,23639,6411,1232,359,1242,63,11,2628,906,209,13,44,131,18,237,29,33,0,84,440,91,1,1,0,284,1,1,0,0,1,13.0
5.013003704,1,0,0,0,0,1,12,583586,3,0,1842,6003,0,23436,6282,1286,295,1296,126,5,2502,944,206,12,135,121,12,230,30,25,0,80,575,69,1,5,5,23,0,1,1,0,2,12.0
5.010333001,1,6,6,2,1,8,92,305362,506,2,2347,4660,1,16803,4750,2592,1752,2580,126,9,1641,691,389,7,45,220,16,832,35,216,0,11,392,80,1,0,0,254,0,1,0,0,1,8.0
5.011236059,1,0,0,0,0,0,21,275908,345,0,2107,4216,0,16626,7340,3481,2436,3490,252,4,2758,1034,225,15,45,128,10,959,32,588,0,13,356,77,1,0,0,25,0,1,0,0,1,5.0
5.00974952,1,0,0,1,1,0,26,275228,341,0,2060,4099,0,16267,4745,3123,2555,3156,189,7,1796,893,221,7,45,130,14,1030,30,664,0,11,344,74,1,1,0,23,0,1,2,2,2,8.0
5.010356532,1,5,5,3,2,0,5,664007,2,2,2853,5212,1,23477,3317,481,211,486,252,11,911,264,213,4,6,130,17,226,32,15,0,82,390,79,1,3,5,9,1,1,1,0,2,1.0
5.011460486,1,0,0,0,0,0,69,263963,513,0,2250,4856,0,16701,4657,2668,1997,2665,126,5,1647,697,391,7,44,213,12,836,32,212,0,10,356,74,1,0,0,274,0,1,0,0,1,2.0
5.010588378,1,5,5,3,2,0,15,606585,3,2,964,5432,1,19059,6627,1277,294,1277,189,11,2552,948,165,11,44,104,16,185,23,21,0,69,546,86,3,1,0,26,1,1,2,2,3,13.0
5.01098884,1,5,5,3,2,0,6,289467,346,2,1980,4036,1,15993,1999,2160,2024,2138,0,11,87,5,223,0,6,139,18,942,35,566,0,11,330,83,1,3,6,4,1,1,1,0,2,5.0
5.018593039,1,6,6,3,2,0,9,579748,4,2,1890,4566,1,23062,2199,521,17,259,0,11,812,404,203,3,16,127,16,223,22,20,0,75,338,76,1,6,5,4,1,1,3,2,2,14.0
5.167467076,1,9,408,2,1,2,25,639299,84,53,2996,6409,1,24818,11471,2402,541,2119,252,9,4862,1660,277,27,17,208,15,410,91,25,19,91,584,84,2,0,0,469,5,1,0,0,1,11.0
5.010452487,1,0,0,0,0,0,5,616904,3,0,2528,5531,0,20485,6297,1074,288,1079,126,4,2379,812,183,9,44,107,10,205,29,27,0,79,564,68,1,0,0,23,0,1,0,0,1,9.0
5.010717839,1,10,428,5,3,0,36,575859,109,56,637,6273,1,24813,11898,2248,550,2566,441,15,4819,1498,359,28,34,273,19,517,82,13,16,117,569,97,3,5,6,511,7,1,4,3,2,11.0
5.010662806,1,5,5,2,1,12,11,367848,335,2,2151,3850,1,16505,4317,2737,2451,2730,126,9,917,270,211,4,6,127,14,1207,36,849,0,11,374,83,1,0,0,10,0,1,0,0,1,4.0
